"web_x","web_y","popdens"
-8390823.1848889,4839539.20909658,79
-8370823.1848889,4839539.20909658,79
-8350823.1848889,4839539.20909658,934
-8330823.1848889,4839539.20909658,89
-8310823.1848889,4839539.20909658,4
-8290823.1848889,4839539.20909658,22
-8270823.1848889,4839539.20909658,22
-10170823.1848889,4859539.20909658,19
-10150823.1848889,4859539.20909658,19
-10130823.1848889,4859539.20909658,8
-10110823.1848889,4859539.20909658,4
-10090823.1848889,4859539.20909658,4
-10070823.1848889,4859539.20909658,8
-10050823.1848889,4859539.20909658,8
-10030823.1848889,4859539.20909658,10
-10010823.1848889,4859539.20909658,8
-9990823.1848889,4859539.20909658,25
-9970823.1848889,4859539.20909658,25
-9950823.1848889,4859539.20909658,13
-9930823.1848889,4859539.20909658,11
-9910823.1848889,4859539.20909658,32
-9890823.1848889,4859539.20909658,35
-9870823.1848889,4859539.20909658,35
-9850823.1848889,4859539.20909658,13
-9830823.1848889,4859539.20909658,15
-9810823.1848889,4859539.20909658,10
-9790823.1848889,4859539.20909658,7
-9770823.1848889,4859539.20909658,7
-9750823.1848889,4859539.20909658,21
-9730823.1848889,4859539.20909658,8
-9710823.1848889,4859539.20909658,8
-9690823.1848889,4859539.20909658,20
-9670823.1848889,4859539.20909658,20
-9650823.1848889,4859539.20909658,20
-9630823.1848889,4859539.20909658,25
-9610823.1848889,4859539.20909658,227
-9590823.1848889,4859539.20909658,227
-9570823.1848889,4859539.20909658,440
-9550823.1848889,4859539.20909658,52
-9530823.1848889,4859539.20909658,21
-9510823.1848889,4859539.20909658,615
-9490823.1848889,4859539.20909658,615
-9470823.1848889,4859539.20909658,35
-9450823.1848889,4859539.20909658,24
-9430823.1848889,4859539.20909658,24
-9410823.1848889,4859539.20909658,46
-9390823.1848889,4859539.20909658,46
-9370823.1848889,4859539.20909658,193
-9350823.1848889,4859539.20909658,55
-9330823.1848889,4859539.20909658,139
-9310823.1848889,4859539.20909658,139
-9290823.1848889,4859539.20909658,32
-9270823.1848889,4859539.20909658,80
-9250823.1848889,4859539.20909658,2425
-9230823.1848889,4859539.20909658,1142
-9210823.1848889,4859539.20909658,1142
-9190823.1848889,4859539.20909658,57
-9170823.1848889,4859539.20909658,35
-9150823.1848889,4859539.20909658,26
-9130823.1848889,4859539.20909658,74
-9110823.1848889,4859539.20909658,74
-9090823.1848889,4859539.20909658,20
-9070823.1848889,4859539.20909658,28
-9050823.1848889,4859539.20909658,15
-9030823.1848889,4859539.20909658,15
-9010823.1848889,4859539.20909658,20
-8990823.1848889,4859539.20909658,185
-8970823.1848889,4859539.20909658,13
-8950823.1848889,4859539.20909658,18
-8930823.1848889,4859539.20909658,18
-8910823.1848889,4859539.20909658,27
-8890823.1848889,4859539.20909658,94
-8870823.1848889,4859539.20909658,57
-8850823.1848889,4859539.20909658,23
-8830823.1848889,4859539.20909658,23
-8810823.1848889,4859539.20909658,21
-8790823.1848889,4859539.20909658,28
-8770823.1848889,4859539.20909658,13
-8750823.1848889,4859539.20909658,13
-8730823.1848889,4859539.20909658,8
-8710823.1848889,4859539.20909658,15
-8690823.1848889,4859539.20909658,26
-8670823.1848889,4859539.20909658,47
-8650823.1848889,4859539.20909658,47
-8630823.1848889,4859539.20909658,77
-8610823.1848889,4859539.20909658,30
-8590823.1848889,4859539.20909658,42
-8570823.1848889,4859539.20909658,111
-8550823.1848889,4859539.20909658,111
-8530823.1848889,4859539.20909658,322
-8510823.1848889,4859539.20909658,42
-8490823.1848889,4859539.20909658,123
-8470823.1848889,4859539.20909658,123
-8450823.1848889,4859539.20909658,112
-8430823.1848889,4859539.20909658,96
-8410823.1848889,4859539.20909658,301
-8390823.1848889,4859539.20909658,3817
-8370823.1848889,4859539.20909658,3817
-8350823.1848889,4859539.20909658,2552
-8330823.1848889,4859539.20909658,267
-8310823.1848889,4859539.20909658,191
-8290823.1848889,4859539.20909658,69
-8270823.1848889,4859539.20909658,69
-10170823.1848889,4879539.20909658,8
-10150823.1848889,4879539.20909658,8
-10130823.1848889,4879539.20909658,9
-10110823.1848889,4879539.20909658,3
-10090823.1848889,4879539.20909658,3
-10070823.1848889,4879539.20909658,8
-10050823.1848889,4879539.20909658,8
-10030823.1848889,4879539.20909658,5
-10010823.1848889,4879539.20909658,4
-9990823.1848889,4879539.20909658,110
-9970823.1848889,4879539.20909658,110
-9950823.1848889,4879539.20909658,8
-9930823.1848889,4879539.20909658,12
-9910823.1848889,4879539.20909658,18
-9890823.1848889,4879539.20909658,6
-9870823.1848889,4879539.20909658,6
-9850823.1848889,4879539.20909658,9
-9830823.1848889,4879539.20909658,21
-9810823.1848889,4879539.20909658,19
-9790823.1848889,4879539.20909658,10
-9770823.1848889,4879539.20909658,10
-9750823.1848889,4879539.20909658,171
-9730823.1848889,4879539.20909658,28
-9710823.1848889,4879539.20909658,12
-9690823.1848889,4879539.20909658,13
-9670823.1848889,4879539.20909658,13
-9650823.1848889,4879539.20909658,10
-9630823.1848889,4879539.20909658,14
-9610823.1848889,4879539.20909658,16
-9590823.1848889,4879539.20909658,16
-9570823.1848889,4879539.20909658,59
-9550823.1848889,4879539.20909658,32
-9530823.1848889,4879539.20909658,108
-9510823.1848889,4879539.20909658,763
-9490823.1848889,4879539.20909658,763
-9470823.1848889,4879539.20909658,28
-9450823.1848889,4879539.20909658,12
-9430823.1848889,4879539.20909658,24
-9410823.1848889,4879539.20909658,41
-9390823.1848889,4879539.20909658,41
-9370823.1848889,4879539.20909658,43
-9350823.1848889,4879539.20909658,27
-9330823.1848889,4879539.20909658,19
-9310823.1848889,4879539.20909658,19
-9290823.1848889,4879539.20909658,19
-9270823.1848889,4879539.20909658,38
-9250823.1848889,4879539.20909658,83
-9230823.1848889,4879539.20909658,75
-9210823.1848889,4879539.20909658,75
-9190823.1848889,4879539.20909658,17
-9170823.1848889,4879539.20909658,27
-9150823.1848889,4879539.20909658,7
-9130823.1848889,4879539.20909658,11
-9110823.1848889,4879539.20909658,11
-9090823.1848889,4879539.20909658,11
-9070823.1848889,4879539.20909658,11
-9050823.1848889,4879539.20909658,10
-9030823.1848889,4879539.20909658,10
-9010823.1848889,4879539.20909658,8
-8990823.1848889,4879539.20909658,40
-8970823.1848889,4879539.20909658,54
-8950823.1848889,4879539.20909658,198
-8930823.1848889,4879539.20909658,198
-8910823.1848889,4879539.20909658,55
-8890823.1848889,4879539.20909658,440
-8870823.1848889,4879539.20909658,77
-8850823.1848889,4879539.20909658,32
-8830823.1848889,4879539.20909658,32
-8810823.1848889,4879539.20909658,31
-8790823.1848889,4879539.20909658,65
-8770823.1848889,4879539.20909658,30
-8750823.1848889,4879539.20909658,30
-8730823.1848889,4879539.20909658,20
-8710823.1848889,4879539.20909658,29
-8690823.1848889,4879539.20909658,17
-8670823.1848889,4879539.20909658,9
-8650823.1848889,4879539.20909658,9
-8630823.1848889,4879539.20909658,47
-8610823.1848889,4879539.20909658,51
-8590823.1848889,4879539.20909658,107
-8570823.1848889,4879539.20909658,169
-8550823.1848889,4879539.20909658,169
-8530823.1848889,4879539.20909658,83
-8510823.1848889,4879539.20909658,73
-8490823.1848889,4879539.20909658,626
-8470823.1848889,4879539.20909658,626
-8450823.1848889,4879539.20909658,85
-8430823.1848889,4879539.20909658,67
-8410823.1848889,4879539.20909658,555
-8390823.1848889,4879539.20909658,432
-8370823.1848889,4879539.20909658,432
-8350823.1848889,4879539.20909658,1107
-8330823.1848889,4879539.20909658,1178
-8310823.1848889,4879539.20909658,197
-8290823.1848889,4879539.20909658,66
-8270823.1848889,4879539.20909658,66
-8250823.1848889,4879539.20909658,168
-10170823.1848889,4899539.20909658,8
-10150823.1848889,4899539.20909658,8
-10130823.1848889,4899539.20909658,9
-10110823.1848889,4899539.20909658,3
-10090823.1848889,4899539.20909658,3
-10070823.1848889,4899539.20909658,8
-10050823.1848889,4899539.20909658,8
-10030823.1848889,4899539.20909658,5
-10010823.1848889,4899539.20909658,4
-9990823.1848889,4899539.20909658,110
-9970823.1848889,4899539.20909658,110
-9950823.1848889,4899539.20909658,8
-9930823.1848889,4899539.20909658,12
-9910823.1848889,4899539.20909658,18
-9890823.1848889,4899539.20909658,6
-9870823.1848889,4899539.20909658,6
-9850823.1848889,4899539.20909658,9
-9830823.1848889,4899539.20909658,21
-9810823.1848889,4899539.20909658,19
-9790823.1848889,4899539.20909658,10
-9770823.1848889,4899539.20909658,10
-9750823.1848889,4899539.20909658,171
-9730823.1848889,4899539.20909658,28
-9710823.1848889,4899539.20909658,12
-9690823.1848889,4899539.20909658,13
-9670823.1848889,4899539.20909658,13
-9650823.1848889,4899539.20909658,10
-9630823.1848889,4899539.20909658,14
-9610823.1848889,4899539.20909658,16
-9590823.1848889,4899539.20909658,16
-9570823.1848889,4899539.20909658,59
-9550823.1848889,4899539.20909658,32
-9530823.1848889,4899539.20909658,108
-9510823.1848889,4899539.20909658,763
-9490823.1848889,4899539.20909658,763
-9470823.1848889,4899539.20909658,28
-9450823.1848889,4899539.20909658,12
-9430823.1848889,4899539.20909658,24
-9410823.1848889,4899539.20909658,41
-9390823.1848889,4899539.20909658,41
-9370823.1848889,4899539.20909658,43
-9350823.1848889,4899539.20909658,27
-9330823.1848889,4899539.20909658,19
-9310823.1848889,4899539.20909658,19
-9290823.1848889,4899539.20909658,19
-9270823.1848889,4899539.20909658,38
-9250823.1848889,4899539.20909658,83
-9230823.1848889,4899539.20909658,75
-9210823.1848889,4899539.20909658,75
-9190823.1848889,4899539.20909658,17
-9170823.1848889,4899539.20909658,27
-9150823.1848889,4899539.20909658,7
-9130823.1848889,4899539.20909658,11
-9110823.1848889,4899539.20909658,11
-9090823.1848889,4899539.20909658,11
-9070823.1848889,4899539.20909658,11
-9050823.1848889,4899539.20909658,10
-9030823.1848889,4899539.20909658,10
-9010823.1848889,4899539.20909658,8
-8990823.1848889,4899539.20909658,40
-8970823.1848889,4899539.20909658,54
-8950823.1848889,4899539.20909658,198
-8930823.1848889,4899539.20909658,198
-8910823.1848889,4899539.20909658,55
-8890823.1848889,4899539.20909658,440
-8870823.1848889,4899539.20909658,77
-8850823.1848889,4899539.20909658,32
-8830823.1848889,4899539.20909658,32
-8810823.1848889,4899539.20909658,31
-8790823.1848889,4899539.20909658,65
-8770823.1848889,4899539.20909658,30
-8750823.1848889,4899539.20909658,30
-8730823.1848889,4899539.20909658,20
-8710823.1848889,4899539.20909658,29
-8690823.1848889,4899539.20909658,17
-8670823.1848889,4899539.20909658,9
-8650823.1848889,4899539.20909658,9
-8630823.1848889,4899539.20909658,47
-8610823.1848889,4899539.20909658,51
-8590823.1848889,4899539.20909658,107
-8570823.1848889,4899539.20909658,169
-8550823.1848889,4899539.20909658,169
-8530823.1848889,4899539.20909658,83
-8510823.1848889,4899539.20909658,73
-8490823.1848889,4899539.20909658,626
-8470823.1848889,4899539.20909658,626
-8450823.1848889,4899539.20909658,85
-8430823.1848889,4899539.20909658,67
-8410823.1848889,4899539.20909658,555
-8390823.1848889,4899539.20909658,432
-8370823.1848889,4899539.20909658,432
-8350823.1848889,4899539.20909658,1107
-8330823.1848889,4899539.20909658,1178
-8310823.1848889,4899539.20909658,197
-8290823.1848889,4899539.20909658,66
-8270823.1848889,4899539.20909658,66
-8250823.1848889,4899539.20909658,168
-10170823.1848889,4919539.20909658,11
-10150823.1848889,4919539.20909658,11
-10130823.1848889,4919539.20909658,5
-10110823.1848889,4919539.20909658,10
-10090823.1848889,4919539.20909658,6
-10070823.1848889,4919539.20909658,6
-10050823.1848889,4919539.20909658,6
-10030823.1848889,4919539.20909658,84
-10010823.1848889,4919539.20909658,10
-9990823.1848889,4919539.20909658,15
-9970823.1848889,4919539.20909658,15
-9950823.1848889,4919539.20909658,13
-9930823.1848889,4919539.20909658,9
-9910823.1848889,4919539.20909658,65
-9890823.1848889,4919539.20909658,11
-9870823.1848889,4919539.20909658,11
-9850823.1848889,4919539.20909658,11
-9830823.1848889,4919539.20909658,8
-9810823.1848889,4919539.20909658,10
-9790823.1848889,4919539.20909658,7
-9770823.1848889,4919539.20909658,7
-9750823.1848889,4919539.20909658,8
-9730823.1848889,4919539.20909658,7
-9710823.1848889,4919539.20909658,11
-9690823.1848889,4919539.20909658,76
-9670823.1848889,4919539.20909658,76
-9650823.1848889,4919539.20909658,31
-9630823.1848889,4919539.20909658,17
-9610823.1848889,4919539.20909658,48
-9590823.1848889,4919539.20909658,48
-9570823.1848889,4919539.20909658,25
-9550823.1848889,4919539.20909658,16
-9530823.1848889,4919539.20909658,57
-9510823.1848889,4919539.20909658,19
-9490823.1848889,4919539.20909658,19
-9470823.1848889,4919539.20909658,14
-9450823.1848889,4919539.20909658,11
-9430823.1848889,4919539.20909658,26
-9410823.1848889,4919539.20909658,65
-9390823.1848889,4919539.20909658,65
-9370823.1848889,4919539.20909658,35
-9350823.1848889,4919539.20909658,18
-9330823.1848889,4919539.20909658,67
-9310823.1848889,4919539.20909658,67
-9290823.1848889,4919539.20909658,21
-9270823.1848889,4919539.20909658,25
-9250823.1848889,4919539.20909658,24
-9230823.1848889,4919539.20909658,28
-9210823.1848889,4919539.20909658,28
-9190823.1848889,4919539.20909658,19
-9170823.1848889,4919539.20909658,84
-9150823.1848889,4919539.20909658,7
-9130823.1848889,4919539.20909658,16
-9110823.1848889,4919539.20909658,16
-9090823.1848889,4919539.20909658,37
-9070823.1848889,4919539.20909658,59
-9050823.1848889,4919539.20909658,18
-9030823.1848889,4919539.20909658,18
-9010823.1848889,4919539.20909658,18
-8990823.1848889,4919539.20909658,36
-8970823.1848889,4919539.20909658,382
-8950823.1848889,4919539.20909658,54
-8930823.1848889,4919539.20909658,54
-8910823.1848889,4919539.20909658,880
-8890823.1848889,4919539.20909658,1485
-8870823.1848889,4919539.20909658,212
-8850823.1848889,4919539.20909658,48
-8830823.1848889,4919539.20909658,48
-8810823.1848889,4919539.20909658,37
-8790823.1848889,4919539.20909658,65
-8770823.1848889,4919539.20909658,49
-8750823.1848889,4919539.20909658,49
-8730823.1848889,4919539.20909658,56
-8710823.1848889,4919539.20909658,38
-8690823.1848889,4919539.20909658,16
-8670823.1848889,4919539.20909658,26
-8650823.1848889,4919539.20909658,26
-8630823.1848889,4919539.20909658,14
-8610823.1848889,4919539.20909658,19
-8590823.1848889,4919539.20909658,56
-8570823.1848889,4919539.20909658,29
-8550823.1848889,4919539.20909658,29
-8530823.1848889,4919539.20909658,43
-8510823.1848889,4919539.20909658,105
-8490823.1848889,4919539.20909658,48
-8470823.1848889,4919539.20909658,48
-8450823.1848889,4919539.20909658,198
-8430823.1848889,4919539.20909658,72
-8410823.1848889,4919539.20909658,314
-8390823.1848889,4919539.20909658,214
-8370823.1848889,4919539.20909658,214
-8350823.1848889,4919539.20909658,94
-8330823.1848889,4919539.20909658,56
-8310823.1848889,4919539.20909658,214
-8290823.1848889,4919539.20909658,968
-8270823.1848889,4919539.20909658,968
-8250823.1848889,4919539.20909658,496
-10170823.1848889,4939539.20909658,11
-10150823.1848889,4939539.20909658,11
-10130823.1848889,4939539.20909658,5
-10110823.1848889,4939539.20909658,10
-10090823.1848889,4939539.20909658,6
-10070823.1848889,4939539.20909658,6
-10050823.1848889,4939539.20909658,6
-10030823.1848889,4939539.20909658,84
-10010823.1848889,4939539.20909658,10
-9990823.1848889,4939539.20909658,15
-9970823.1848889,4939539.20909658,15
-9950823.1848889,4939539.20909658,13
-9930823.1848889,4939539.20909658,9
-9910823.1848889,4939539.20909658,65
-9890823.1848889,4939539.20909658,11
-9870823.1848889,4939539.20909658,11
-9850823.1848889,4939539.20909658,11
-9830823.1848889,4939539.20909658,8
-9810823.1848889,4939539.20909658,10
-9790823.1848889,4939539.20909658,7
-9770823.1848889,4939539.20909658,7
-9750823.1848889,4939539.20909658,8
-9730823.1848889,4939539.20909658,7
-9710823.1848889,4939539.20909658,11
-9690823.1848889,4939539.20909658,76
-9670823.1848889,4939539.20909658,76
-9650823.1848889,4939539.20909658,31
-9630823.1848889,4939539.20909658,17
-9610823.1848889,4939539.20909658,48
-9590823.1848889,4939539.20909658,48
-9570823.1848889,4939539.20909658,25
-9550823.1848889,4939539.20909658,16
-9530823.1848889,4939539.20909658,57
-9510823.1848889,4939539.20909658,19
-9490823.1848889,4939539.20909658,19
-9470823.1848889,4939539.20909658,14
-9450823.1848889,4939539.20909658,11
-9430823.1848889,4939539.20909658,26
-9410823.1848889,4939539.20909658,65
-9390823.1848889,4939539.20909658,65
-9370823.1848889,4939539.20909658,35
-9350823.1848889,4939539.20909658,18
-9330823.1848889,4939539.20909658,67
-9310823.1848889,4939539.20909658,67
-9290823.1848889,4939539.20909658,21
-9270823.1848889,4939539.20909658,25
-9250823.1848889,4939539.20909658,24
-9230823.1848889,4939539.20909658,28
-9210823.1848889,4939539.20909658,28
-9190823.1848889,4939539.20909658,19
-9170823.1848889,4939539.20909658,84
-9150823.1848889,4939539.20909658,7
-9130823.1848889,4939539.20909658,16
-9110823.1848889,4939539.20909658,16
-9090823.1848889,4939539.20909658,37
-9070823.1848889,4939539.20909658,59
-9050823.1848889,4939539.20909658,18
-9030823.1848889,4939539.20909658,18
-9010823.1848889,4939539.20909658,18
-8990823.1848889,4939539.20909658,36
-8970823.1848889,4939539.20909658,382
-8950823.1848889,4939539.20909658,54
-8930823.1848889,4939539.20909658,54
-8910823.1848889,4939539.20909658,880
-8890823.1848889,4939539.20909658,1485
-8870823.1848889,4939539.20909658,212
-8850823.1848889,4939539.20909658,48
-8830823.1848889,4939539.20909658,48
-8810823.1848889,4939539.20909658,37
-8790823.1848889,4939539.20909658,65
-8770823.1848889,4939539.20909658,49
-8750823.1848889,4939539.20909658,49
-8730823.1848889,4939539.20909658,56
-8710823.1848889,4939539.20909658,38
-8690823.1848889,4939539.20909658,16
-8670823.1848889,4939539.20909658,26
-8650823.1848889,4939539.20909658,26
-8630823.1848889,4939539.20909658,14
-8610823.1848889,4939539.20909658,19
-8590823.1848889,4939539.20909658,56
-8570823.1848889,4939539.20909658,29
-8550823.1848889,4939539.20909658,29
-8530823.1848889,4939539.20909658,43
-8510823.1848889,4939539.20909658,105
-8490823.1848889,4939539.20909658,48
-8470823.1848889,4939539.20909658,48
-8450823.1848889,4939539.20909658,198
-8430823.1848889,4939539.20909658,72
-8410823.1848889,4939539.20909658,314
-8390823.1848889,4939539.20909658,214
-8370823.1848889,4939539.20909658,214
-8350823.1848889,4939539.20909658,94
-8330823.1848889,4939539.20909658,56
-8310823.1848889,4939539.20909658,214
-8290823.1848889,4939539.20909658,968
-8270823.1848889,4939539.20909658,968
-10130823.1848889,4959539.20909658,7
-10110823.1848889,4959539.20909658,7
-10090823.1848889,4959539.20909658,6
-10070823.1848889,4959539.20909658,7
-10050823.1848889,4959539.20909658,7
-10030823.1848889,4959539.20909658,11
-10010823.1848889,4959539.20909658,15
-9990823.1848889,4959539.20909658,126
-9970823.1848889,4959539.20909658,126
-9950823.1848889,4959539.20909658,192
-9930823.1848889,4959539.20909658,15
-9910823.1848889,4959539.20909658,15
-9890823.1848889,4959539.20909658,13
-9870823.1848889,4959539.20909658,13
-9850823.1848889,4959539.20909658,10
-9830823.1848889,4959539.20909658,8
-9810823.1848889,4959539.20909658,8
-9790823.1848889,4959539.20909658,6
-9770823.1848889,4959539.20909658,6
-9750823.1848889,4959539.20909658,8
-9730823.1848889,4959539.20909658,8
-9710823.1848889,4959539.20909658,10
-9690823.1848889,4959539.20909658,15
-9670823.1848889,4959539.20909658,15
-9650823.1848889,4959539.20909658,32
-9630823.1848889,4959539.20909658,12
-9610823.1848889,4959539.20909658,24
-9590823.1848889,4959539.20909658,24
-9570823.1848889,4959539.20909658,20
-9550823.1848889,4959539.20909658,25
-9530823.1848889,4959539.20909658,18
-9510823.1848889,4959539.20909658,11
-9490823.1848889,4959539.20909658,11
-9470823.1848889,4959539.20909658,11
-9450823.1848889,4959539.20909658,25
-9430823.1848889,4959539.20909658,14
-9410823.1848889,4959539.20909658,16
-9390823.1848889,4959539.20909658,16
-9370823.1848889,4959539.20909658,105
-9350823.1848889,4959539.20909658,23
-9330823.1848889,4959539.20909658,15
-9310823.1848889,4959539.20909658,15
-9290823.1848889,4959539.20909658,14
-9270823.1848889,4959539.20909658,20
-9250823.1848889,4959539.20909658,23
-9230823.1848889,4959539.20909658,23
-9210823.1848889,4959539.20909658,23
-9190823.1848889,4959539.20909658,60
-9170823.1848889,4959539.20909658,36
-9150823.1848889,4959539.20909658,20
-9130823.1848889,4959539.20909658,34
-9110823.1848889,4959539.20909658,34
-9090823.1848889,4959539.20909658,49
-9070823.1848889,4959539.20909658,54
-9050823.1848889,4959539.20909658,36
-9030823.1848889,4959539.20909658,36
-9010823.1848889,4959539.20909658,31
-8990823.1848889,4959539.20909658,25
-8970823.1848889,4959539.20909658,425
-8950823.1848889,4959539.20909658,222
-8930823.1848889,4959539.20909658,222
-8910823.1848889,4959539.20909658,181
-8890823.1848889,4959539.20909658,154
-8870823.1848889,4959539.20909658,142
-8850823.1848889,4959539.20909658,24
-8830823.1848889,4959539.20909658,24
-8810823.1848889,4959539.20909658,267
-8790823.1848889,4959539.20909658,29
-8770823.1848889,4959539.20909658,43
-8750823.1848889,4959539.20909658,43
-8730823.1848889,4959539.20909658,32
-8710823.1848889,4959539.20909658,47
-8690823.1848889,4959539.20909658,20
-8670823.1848889,4959539.20909658,9
-8650823.1848889,4959539.20909658,9
-8630823.1848889,4959539.20909658,362
-8610823.1848889,4959539.20909658,35
-8590823.1848889,4959539.20909658,25
-8570823.1848889,4959539.20909658,28
-8550823.1848889,4959539.20909658,28
-8530823.1848889,4959539.20909658,58
-8510823.1848889,4959539.20909658,38
-8490823.1848889,4959539.20909658,192
-8470823.1848889,4959539.20909658,192
-8450823.1848889,4959539.20909658,29
-8430823.1848889,4959539.20909658,44
-8410823.1848889,4959539.20909658,829
-8390823.1848889,4959539.20909658,266
-8370823.1848889,4959539.20909658,266
-8350823.1848889,4959539.20909658,75
-8330823.1848889,4959539.20909658,151
-8310823.1848889,4959539.20909658,291
-8290823.1848889,4959539.20909658,1615
-8270823.1848889,4959539.20909658,1615
-10130823.1848889,4979539.20909658,10
-10110823.1848889,4979539.20909658,8
-10090823.1848889,4979539.20909658,7
-10070823.1848889,4979539.20909658,8
-10050823.1848889,4979539.20909658,8
-10030823.1848889,4979539.20909658,8
-10010823.1848889,4979539.20909658,16
-9990823.1848889,4979539.20909658,16
-9970823.1848889,4979539.20909658,16
-9950823.1848889,4979539.20909658,19
-9930823.1848889,4979539.20909658,11
-9910823.1848889,4979539.20909658,17
-9890823.1848889,4979539.20909658,8
-9870823.1848889,4979539.20909658,8
-9850823.1848889,4979539.20909658,11
-9830823.1848889,4979539.20909658,12
-9810823.1848889,4979539.20909658,9
-9790823.1848889,4979539.20909658,9
-9770823.1848889,4979539.20909658,9
-9750823.1848889,4979539.20909658,7
-9730823.1848889,4979539.20909658,14
-9710823.1848889,4979539.20909658,13
-9690823.1848889,4979539.20909658,18
-9670823.1848889,4979539.20909658,18
-9650823.1848889,4979539.20909658,14
-9630823.1848889,4979539.20909658,16
-9610823.1848889,4979539.20909658,22
-9590823.1848889,4979539.20909658,22
-9570823.1848889,4979539.20909658,11
-9550823.1848889,4979539.20909658,16
-9530823.1848889,4979539.20909658,73
-9510823.1848889,4979539.20909658,18
-9490823.1848889,4979539.20909658,18
-9470823.1848889,4979539.20909658,42
-9450823.1848889,4979539.20909658,36
-9430823.1848889,4979539.20909658,18
-9410823.1848889,4979539.20909658,13
-9390823.1848889,4979539.20909658,13
-9370823.1848889,4979539.20909658,23
-9350823.1848889,4979539.20909658,23
-9330823.1848889,4979539.20909658,16
-9310823.1848889,4979539.20909658,16
-9290823.1848889,4979539.20909658,16
-9270823.1848889,4979539.20909658,101
-9250823.1848889,4979539.20909658,12
-9230823.1848889,4979539.20909658,20
-9210823.1848889,4979539.20909658,20
-9190823.1848889,4979539.20909658,45
-9170823.1848889,4979539.20909658,163
-9150823.1848889,4979539.20909658,24
-9130823.1848889,4979539.20909658,141
-9110823.1848889,4979539.20909658,141
-9090823.1848889,4979539.20909658,28
-9070823.1848889,4979539.20909658,482
-9050823.1848889,4979539.20909658,141
-9030823.1848889,4979539.20909658,141
-9010823.1848889,4979539.20909658,45
-8990823.1848889,4979539.20909658,68
-8970823.1848889,4979539.20909658,83
-8950823.1848889,4979539.20909658,238
-8930823.1848889,4979539.20909658,238
-8910823.1848889,4979539.20909658,53
-8890823.1848889,4979539.20909658,91
-8870823.1848889,4979539.20909658,45
-8850823.1848889,4979539.20909658,27
-8830823.1848889,4979539.20909658,27
-8810823.1848889,4979539.20909658,21
-8790823.1848889,4979539.20909658,20
-8770823.1848889,4979539.20909658,9
-8750823.1848889,4979539.20909658,9
-8730823.1848889,4979539.20909658,15
-8710823.1848889,4979539.20909658,35
-8690823.1848889,4979539.20909658,15
-8670823.1848889,4979539.20909658,88
-8650823.1848889,4979539.20909658,88
-8630823.1848889,4979539.20909658,24
-8610823.1848889,4979539.20909658,14
-8590823.1848889,4979539.20909658,32
-8570823.1848889,4979539.20909658,70
-8550823.1848889,4979539.20909658,70
-8530823.1848889,4979539.20909658,42
-8510823.1848889,4979539.20909658,16
-8490823.1848889,4979539.20909658,49
-8470823.1848889,4979539.20909658,49
-8450823.1848889,4979539.20909658,51
-8430823.1848889,4979539.20909658,122
-8410823.1848889,4979539.20909658,56
-8390823.1848889,4979539.20909658,261
-8370823.1848889,4979539.20909658,261
-8350823.1848889,4979539.20909658,82
-8330823.1848889,4979539.20909658,278
-8310823.1848889,4979539.20909658,413
-8290823.1848889,4979539.20909658,622
-8270823.1848889,4979539.20909658,622
-8250823.1848889,4979539.20909658,3964
-10110823.1848889,4999539.20909658,8
-10090823.1848889,4999539.20909658,7
-10070823.1848889,4999539.20909658,8
-10050823.1848889,4999539.20909658,8
-10030823.1848889,4999539.20909658,8
-10010823.1848889,4999539.20909658,16
-9990823.1848889,4999539.20909658,16
-9970823.1848889,4999539.20909658,16
-9950823.1848889,4999539.20909658,19
-9930823.1848889,4999539.20909658,11
-9910823.1848889,4999539.20909658,17
-9890823.1848889,4999539.20909658,8
-9870823.1848889,4999539.20909658,8
-9850823.1848889,4999539.20909658,11
-9830823.1848889,4999539.20909658,12
-9810823.1848889,4999539.20909658,9
-9790823.1848889,4999539.20909658,9
-9770823.1848889,4999539.20909658,9
-9750823.1848889,4999539.20909658,7
-9730823.1848889,4999539.20909658,14
-9710823.1848889,4999539.20909658,13
-9690823.1848889,4999539.20909658,18
-9670823.1848889,4999539.20909658,18
-9650823.1848889,4999539.20909658,14
-9630823.1848889,4999539.20909658,16
-9610823.1848889,4999539.20909658,22
-9590823.1848889,4999539.20909658,22
-9570823.1848889,4999539.20909658,11
-9550823.1848889,4999539.20909658,16
-9530823.1848889,4999539.20909658,73
-9510823.1848889,4999539.20909658,18
-9490823.1848889,4999539.20909658,18
-9470823.1848889,4999539.20909658,42
-9450823.1848889,4999539.20909658,36
-9430823.1848889,4999539.20909658,18
-9410823.1848889,4999539.20909658,13
-9390823.1848889,4999539.20909658,13
-9370823.1848889,4999539.20909658,23
-9350823.1848889,4999539.20909658,23
-9330823.1848889,4999539.20909658,16
-9310823.1848889,4999539.20909658,16
-9290823.1848889,4999539.20909658,16
-9270823.1848889,4999539.20909658,101
-9250823.1848889,4999539.20909658,12
-9230823.1848889,4999539.20909658,20
-9210823.1848889,4999539.20909658,20
-9190823.1848889,4999539.20909658,45
-9170823.1848889,4999539.20909658,163
-9150823.1848889,4999539.20909658,24
-9130823.1848889,4999539.20909658,141
-9110823.1848889,4999539.20909658,141
-9090823.1848889,4999539.20909658,28
-9070823.1848889,4999539.20909658,482
-9050823.1848889,4999539.20909658,141
-9030823.1848889,4999539.20909658,141
-9010823.1848889,4999539.20909658,45
