"longitude","latitude","web_x","web_y","ozone","popdens"
-83.063962,40.356638,-9247553.34680101,4917183.32416642,83,24
-82.957222,39.914167,-9235666.32106764,4852764.64443211,82,2425
-82.815556,40.086667,-9219899.93180801,4877830.70614149,88,75
-82.955266,39.965075,-9235449.27586135,4860155.11878811,81,2425
-82.959722,40.087778,-9235946.90209953,4877990.85631404,83,83
-81.249444,41.515,-9045597.55469229,5087883.17198459,69,93
-83.943333,39.665556,-9345425.86781007,4816741.77784981,85,68
-84.365974,39.278499,-9392464.51365743,4760926.85365068,92,403
-84.690723,39.214931,-9428611.05747441,4751787.20098493,91,111
-84.504167,39.128611,-9407844.6997082,4739395.70361563,93,273
-80.615002,40.366104,-8974961.87292504,4918591.88336473,80,382
-82.691944,40.309722,-9206143.81958279,4910336.70785416,82,19
-81.4225,41.673056,-9064862.57848137,5111405.22692006,76,682
-81.241944,41.7225,-9044765.78890234,5118777.98955865,84,156
-82.666667,38.520278,-9203307.06787395,4652499.28253373,78,45
-82.4575,38.629167,-9180026.212998,4668004.28831596,87,60
-82.433269,40.026226,-9177347.15644639,4869045.23727489,82,35
-82.095729,41.420882,-9139795.32567071,5073893.30622629,82,129
-83.546667,41.644167,-9301300.50633417,5107078.05192833,93,109
-83.718611,41.494722,-9320437.18840836,5084842.43298416,82,99
-83.306944,41.675556,-9274617.75763216,5111757.11323076,81,11
-83.475,41.719444,-9293324.4468713,5118297.73779705,80,117
-83.475833,39.788611,-9293390.64805224,4834555.50752074,86,9
-80.658611,41.096111,-8979826.30117256,5025821.33242115,82,351
-81.911667,41.102778,-9119303.02230447,5026792.46696411,71,118
-84.114722,40.084722,-9364508.40595197,4877534.4415231,79,43
-84.18224,39.780674,-9372019.76378749,4833398.74947456,84,1303
-81.330278,41.1825,-9054590.29441651,5038582.00404396,85,93
-84.720833,39.835556,-9431970.44730078,4841345.43569469,79,24
-81.378611,40.827778,-9059965.14762623,4986261.46430349,87,482
-81.601256,40.708685,-9084745.90284421,4968756.19327152,86,49
-81.598257,40.71267549,-9084412.14257866,4969342.19285841,85,49
-81.123611,40.930833,-9031582.75790006,5001435.41742237,94,141
-81.503889,41.106111,-9073913.68820254,5027289.2255774,92,1131
-80.591667,41.453889,-8972380.01614974,5078810.50417264,83,18
-80.663142,41.240077,-8980332.72696117,5047108.35598018,86,87
-84.202208,39.427797,-9374237.84032132,4782419.36536837,89,67
-81.460278,39.431667,-9069036.42274791,4783004.67882573,90,52
-83.611667,41.378056,-9308531.76460365,5067522.15721376,88,44
-77.25,39.93,-8600397.4216511,4855122.87331195,81,30
-79.961111,40.465556,-8902178.94291401,4933138.40011107,83,1485
-80.0161549,40.4455765,-8908305.57887673,4930215.15268738,81,880
-80.185556,40.381944,-8927160.6586921,4920910.78806351,77,880
-79.732222,40.617222,-8876703.52813608,4955355.40396269,86,142
-79.56474978,40.81418262,-8858065.0603434,4984281.4885387,83,45
-80.50394848,40.56252018,-8962603.30970102,4947329.08389833,80,425
-80.359722,40.684722,-8946551.25828808,4965251.53136482,72,222
-80.31644171,40.74779586,-8941734.64585904,4974514.636184,77,222
-75.9686,40.38335,-8457770.41113821,4921162.44639897,82,198
-78.370833,40.535278,-8725166.2877576,4943361.67190211,71,32
-74.882222,40.107222,-8336840.56055018,4880907.01368578,102,1178
-78.915,40.309722,-8785734.32853177,4910376.86046714,72,65
-77.877028,40.811389,-8670204.77447673,4983889.29772612,74,88
-75.76824208,39.83446059,-8435460.50233692,4841280.72655443,81,96
-78.526194,41.1175,-8742467.99674512,5029004.61593259,72,27
-76.844722,40.245,-8555290.17754753,4900956.74686505,82,169
-76.681389,40.272222,-8537109.8718367,4904929.07635256,79,83
-75.3725,39.835556,-8391410.06165653,4841443.86356692,86,3817
-80.038611,42.14175,-8910830.02996544,5181519.91223379,84,247
-77.475556,39.961111,-8625504.60553469,4859637.34828425,77,77
-80.284917,39.816222,-8938212.70196251,4838588.80602569,78,12
-78.919972,40.56333,-8786291.36257729,4947464.92467182,79,29
-75.578186,41.479116,-8414329.53545871,5082614.8078029,71,266
-75.623056,41.442778,-8419323.4910246,5077217.02116344,78,266
-76.283333,40.046667,-8492798.74324751,4872082.6665367,83,123
-80.34644186,40.99584839,-8945077.49538447,5011027.28070463,75,130
-75.4325,40.611944,-8398099.99120837,4954629.20797289,81,829
-76.003333,41.209167,-8461648.84171293,5042586.43205613,63,179
-75.846389,41.265556,-8444180.14658451,5050934.94958645,77,317
-76.9238,41.2508,-8564107.18309733,5048737.70144156,77,14
-75.32328,41.08306,-8385949.66536886,5023953.85535062,75,64
-75.309167,40.112222,-8384364.36447076,4881629.9432259,84,432
-75.341111,40.628056,-8387927.63049485,4956992.96941362,83,266
-75.237156,40.692224,-8376357.24769828,4966409.65821766,78,266
-77.165556,40.456944,-8591005.43228134,4931909.07858422,73,56
-75.097778,40.008889,-8360832.93110558,4866604.26155487,73,2552
-75.240556,40.05,-8376726.30227171,4872578.84391199,81,3817
-75.011944,40.076389,-8351279.62317449,4876419.3692683,95,1107
-75.222778,39.9275,-8374745.65392736,4854782.23275277,82,3817
-76.939167,41.644722,-8565823.68894742,5107234.74224591,74,4
-80.261389,40.170556,-8935598.66175763,4890069.70943834,73,198
-80.420833,40.445278,-8953350.12319486,4930167.14353439,75,54
-79.6928114,40.42807603,-8872314.06985944,4927659.33861844,79,212
-79.505667,40.304694,-8851481.33632969,4909636.58296937,77,48
-76.699444,39.965278,-8539115.20467764,4860250.96042017,84,322
-71.7199,41.6156,-7984860.46933468,5102959.68056664,89,50
-71.36094,41.84092,-7944907.53677674,5136570.01733539,88,2929
-71.427778,41.491667,-7952341.78913443,5084528.91369629,83,202
-82.386376,34.325318,-9172061.00917495,4071946.38433011,83,30
-81.788731,33.342226,-9105527.46890691,3940214.20536416,82,0
-81.465537,33.320344,-9069552.50310127,3937301.68709566,73,15
-79.9367,32.987252,-8899373.88653944,3893028.87682464,64,5
-79.657187,32.941023,-8868260.67613588,3886898.15289779,69,6
-81.816567,35.130396,-9108643.99983267,4180986.91076121,67,66
-81.203724,34.79297,-9040424.9305947,4135163.52392611,74,208
-80.198787,34.615367,-8928563.34695894,4111125.80194599,73,13
-80.965038,33.007866,-9013838.8324033,3895756.27669218,72,8
-79.744859,34.285696,-8878032.9975359,4066629.93605255,73,68
-81.853635,33.739963,-9112755.82370128,3993329.39178632,73,12
-83.2377,34.805261,-9266826.46367828,4136812.10607373,76,10
-82.838659,34.653606,-9222407.83142677,4116276.086741,81,270
-80.962304,34.093959,-9013545.23756319,4040818.70986529,77,1552
-80.781135,33.81468,-8993376.45964186,4003343.81770115,71,22
-80.868318,34.131262,-9003084.01684125,4045834.53178419,84,35
-82.075802,34.988706,-9137497.90777123,4161717.54866627,83,150
-81.560354,34.539378,-9080118.78402411,4100841.27716481,76,10
-79.565096,33.723808,-8858017.72747773,3991186.38463972,71,12
-81.228409,34.935817,-9043174.11996892,4154541.5759086,80,22
-84.22323373,35.96327295,-9376537.67516468,4294906.85765261,80,107
-83.94351246,35.63148969,-9345398.60138107,4249378.08230843,88,22
-83.783611,35.603056,-9327599.78979363,4245486.27861244,74,11
-86.744722,36.205,-9657203.99089189,4328178.10270952,76,471
-86.623301,36.150742,-9643688.23814555,4320697.28918491,80,1159
-85.181806,35.233527,-9483227.78884211,4195002.91055058,85,98
-85.162194,35.102638,-9481043.46442643,4177181.1078059,89,98
-89.167778,35.468056,-9926902.47382659,4226975.73107814,66,6
-83.60100124,36.11453498,-9307279.12188915,4315733.73687022,85,49
-83.764806,36.085508,-9325511.78820425,4311733.58309124,87,72
-83.87381,36.019186,-9337644.21876262,4302601.7627287,92,249
-87.4700102,35.11622348,-9737923.59284993,4179010.52470862,79,24
-84.34158063,35.72093222,-9389708.18294815,4261630.29393969,88,47
-84.94604366,35.28899731,-9456985.89099435,4202566.46234632,83,14
-85.39938997,36.20509049,-9507456.96654441,4328202.1874823,76,20
-86.59887235,35.73287795,-9640964.78220603,4263248.88774963,89,28
-83.609722,35.696667,-9308245.32397345,4258310.41126234,88,12
-83.498056,35.562778,-9295814.4341185,4239976.18880438,87,12
-90.019444,35.2175,-10021697.1665805,4192779.70908291,81,518
-89.832222,35.377222,-10000859.434153,4214563.54340688,80,182
-82.42596405,36.54119274,-9176491.1897514,4374691.6682541,90,115
-82.485833,36.582222,-9183155.63473891,4380376.84550649,85,155
-86.652778,36.297778,-9646970.82532389,4340984.44495854,83,471
-86.56414911,36.4539752,-9637107.3391401,4362578.57464262,85,43
-87.137222,35.951944,-9700889.90331013,4293323.99828318,85,14
-86.28608458,36.06037154,-9606152.23038737,4308250.10296885,85,19
-77.059167,38.8575,-8579140.98273557,4700644.72627795,88,2111
-77.377222,38.203056,-8614535.32046032,4607520.87813896,78,8
-77.260034,37.343294,-8601480.18046459,4486449.20271499,84,64
-77.593611,37.358889,-8638611.08917414,4488629.55735127,77,404
-77.465278,38.893889,-8624345.94553744,4705843.25458928,78,109
-77.0775,38.7425,-8581180.11063259,4684219.6732399,88,2111
-77.105556,38.772778,-8584303.44613018,4688541.26231168,85,2111
-77.163231,38.837517,-8590724.15197906,4697787.66303024,84,2111
-77.198889,38.931944,-8594694.52916097,4711289.877311,83,1689
-77.767778,38.475,-8658011.87397435,4646108.88416389,69,30
-78.081389,39.282778,-8692930.76944148,4761606.27999512,72,39
-77.218769,37.606056,-8596890.21030482,4523303.15056421,79,23
-77.400278,37.558333,-8617093.52305856,4516598.3330135,85,184
-77.49,39.024444,-8627099.5111798,4724531.29152487,86,42
-78.436111,38.521944,-8732404.93072116,4652778.62811582,73,40
-78.504722,38.663333,-8740043.88273193,4672913.2661773,69,40
-77.635556,38.855278,-8643299.17157654,4700321.09159421,76,109
-79.884167,37.285556,-8893572.93400307,4478342.8675893,76,24
-79.513056,37.626111,-8852268.65503425,4526098.55459074,65,12
-78.81904,38.47732,-8775028.29570678,4646427.99620052,69,29
-77.370278,38.483056,-8613766.01349701,4647258.43066602,85,85
-81.255,36.893056,-9046155.6301767,4423561.45368761,72,23
-77.044722,38.810833,-8577532.47693904,4693976.47254792,84,2111
-76.399167,37.003333,-8505652.05496173,4438967.39725848,76,1263
-76.438611,36.903333,-8510041.3882986,4425038.13927528,76,1263
-76.731389,36.6675,-8542627.97031979,4392258.49950864,78,55
-73.24984,42.88759,-8155181.59434917,5294231.07190989,77,86
-72.86884,44.52839,-8112800.97761675,5546915.3834111,77,20
-90.69868,46.61455,-10097446.6265489,5878458.12354601,66,2
-87.908889,44.53,-9786892.15320477,5546981.1789211,82,18
-89.108889,43.314444,-9920441.71672858,5359118.41493599,77,13
-89.357222,43.100833,-9948079.73247411,5326495.76757288,80,94
-88.527778,43.435,-9855761.96289731,5377585.09113396,74,23
-86.993611,45.237778,-9685026.99357689,5658179.52898878,92,4
-88.400556,45.795556,-9841638.36458032,5746765.9585487,70,6
-88.421944,43.687778,-9843985.68068958,5416413.34716486,74,20
-88.80859,45.56498,-9887051.25989377,5710027.77938793,73,5
-88.812222,43.001389,-9887416.1871048,5311354.48454231,76,50
-87.8093,42.504722,-9775776.94868786,5236078.2113206,85,662
-87.506111,44.442778,-9742058.88457111,5533377.61678367,85,17
-87.616111,44.138611,-9754297.88431385,5486079.37315995,85,426
-89.769722,44.707222,-9994017.48412953,5574672.86074081,72,8
-87.933333,43.016667,-9789590.0469124,5313689.34441362,67,953
-87.9125,43.061111,-9787271.83606699,5320457.82138159,75,953
-87.884444,43.075278,-9784149.21460779,5322616.60677622,78,953
-87.900556,43.181111,-9785944.14075162,5338756.96415538,83,137
-89.632222,45.678056,-9978728.31742131,5728013.67922667,71,6
-88.395556,44.306944,-9841057.92857214,5512215.62420963,75,644
-87.920833,43.343056,-9788203.49649018,5363509.14067452,82,137
-87.81,43.498056,-9775869.32233717,5387263.15058805,84,55
-87.798611,42.713889,-9774590.17123604,5267711.28285953,77,648
-89.05667,42.50889,-9914617.93224254,5236694.48618994,77,160
-92.6625,45.124444,-10316006.4061784,5640219.50890348,75,19
-89.680278,43.435556,-9984042.77807155,5377658.00205098,70,21
-87.716389,43.666944,-9765452.30711352,5413214.75240485,88,55
-90.568333,43.702222,-10082892.7175595,5418613.88899418,71,10
-89.653611,46.048056,-9981115.12651918,5787152.25237135,73,4
-88.499167,42.58,-9852565.03811741,5247443.2501611,75,91
-88.220278,43.327222,-9821533.54532036,5361082.85975732,71,44
-88.215,43.020278,-9820941.58644914,5314236.06045471,72,117
-77.964125,39.448006,-8679880.31408026,4785396.0269173,74,33
-82.4259,38.424133,-9176506.29296724,4638832.57802229,89,64
-80.632633,37.908533,-8976892.22459839,4565854.48686219,75,15
-80.58071745,40.42153887,-8971146.44956327,4926693.95696987,79,382
-81.628317,38.3456,-9087726.86227373,4627688.73814039,82,695
-79.920867,39.649367,-8897688.14120694,4814442.4674496,78,53
-80.70097234,40.11487556,-8984527.71752897,4881957.60134756,80,40
-81.552367,39.323533,-9079285.3740976,4767432.69734477,84,34
