"","utm_x","utm_y"
"13492",550596.80059774,524632.044308601
"13493",550596.76024437,524693.284092524
"13494",550535.100215763,524693.243484632
"13495",550535.079989148,524723.973915748
"13496",550381.151798505,524723.87275234
"13497",550381.131632327,524754.603177809
"13498",550288.641689966,524754.542537224
"13499",550288.621559636,524785.272959427
"13500",550257.791593546,524785.252769491
"13501",550257.771474382,524815.98319078
"13502",550227.163320032,524815.963157182
"13503",550227.143211948,524846.693577537
"13504",550165.48333498,524846.65325472
"13505",550165.46325041,524877.383672999
"13506",550042.143559935,524877.303171302
"13507",550042.123667722,524907.81250303
"13508",549949.523049982,524907.752181151
"13509",549949.503049538,524938.482591727
"13510",549826.516186845,524938.402643715
"13511",549826.496234485,524969.133049916
"13512",549764.725587658,524969.09296772
"13513",549764.685728921,525030.553776204
"13514",549641.699041822,525030.474110438
"13515",549641.718922514,524999.743710705
"13516",549579.948314391,524999.703774923
"13517",549579.908601327,525061.164570025
"13518",549395.151446458,525061.045404156
"13519",549395.131662193,525091.775795163
"13520",549364.30185321,525091.755952508
"13521",549364.282222396,525122.265260671
"13522",549333.452426836,525122.245429264
"13523",549333.432664971,525152.975818447
"13524",549302.602882932,525152.955998282
"13525",549302.583132264,525183.686386586
"13526",549240.923596303,525183.646781132
"13527",549240.903869186,525214.377167379
"13528",549148.636407728,525214.317990814
"13529",549148.616716429,525245.04837387
"13530",549117.786978343,525245.028624527
"13531",549117.767298248,525275.759006684
"13532",549056.107850183,525275.71954289
"13533",549056.088122939,525306.560463936
"13534",548994.428704279,525306.521047424
"13535",548994.409071303,525337.251425513
"13536",548871.312093467,525337.172878012
"13537",548871.292508679,525367.903251785
"13538",548809.63315315,525367.863979278
"13539",548809.61380303,525398.262728299
"13540",548778.784139195,525398.243109515
"13541",548778.772254625,525416.924521977
"13542",548778.725415466,525490.5447637
"13543",548809.555042183,525490.564385899
"13544",548809.535476407,525521.294758634
"13545",548902.024326317,525521.353703041
"13546",548902.004722318,525552.084079423
"13547",549055.930970805,525552.182431858
"13548",549055.911303947,525582.912814178
"13549",549086.740903873,525582.932551309
"13550",549086.701541993,525644.393319
"13551",549055.87196679,525644.373579583
"13552",549055.852438008,525674.882880762
"13553",549025.022876249,525674.863152613
"13554",549025.003217174,525705.59353478
"13555",548840.24774001,525705.475560869
"13556",548840.267324993,525674.745185535
"13557",548778.608218565,525674.705915106
"13558",548778.647194951,525613.466251534
"13559",548747.817618833,525613.446637189
"13560",548747.837163312,525582.716265989
"13561",548501.422291848,525582.559947097
"13562",548501.402846172,525613.290309241
"13563",548316.647263083,525613.173618172
"13564",548316.627890357,525643.903973789
"13565",548131.872421918,525643.787721378
"13566",548131.89172056,525613.057372494
"13567",548067.681970671,525613.017076879
"13568",548039.292169141,525612.999277662
"13569",548039.27290763,525643.72962318
"13570",547991.808729397,525643.69988688
"13571",547947.006096282,525643.671845006
"13572",547946.765213848,525674.180967066
"13573",547854.498449297,525674.123296929
"13574",547854.479259639,525704.853636243
"13575",547761.990747129,525704.795935628
"13576",547762.009899696,525674.065599656
"13577",547731.18038541,525674.046392039
"13578",547731.161245206,525704.776726898
"13579",547608.065043538,525704.700153805
"13580",547608.045951586,525735.430484477
"13581",547515.557502894,525735.373077962
"13582",547515.481272345,525858.294389805
"13583",547484.651841137,525858.275274682
"13584",547484.605932085,525932.337575129
"13585",547484.575779347,525980.975504556
"13586",547423.138813123,525980.93744003
"13587",547423.119785294,526011.667766279
"13588",547392.290419164,526011.648682774
"13589",547392.271402596,526042.379008171
"13590",547330.612698392,526042.340876186
"13591",547330.574711422,526103.80152329
"13592",547268.916061157,526103.763436544
"13593",547268.89722724,526134.272676813
"13594",547238.067916023,526134.253650966
"13595",547238.048956901,526164.983971832
"13596",547207.219659182,526164.964957299
"13597",547207.20071133,526195.695277306
"13598",547176.593220496,526195.676410758
"13599",547176.574283827,526226.40672992
"13600",547114.915743384,526226.368758354
"13601",547114.896830365,526257.099075572
"13602",547084.067574175,526257.080107316
"13603",547084.048672431,526287.810423676
"13604",547053.219429713,526287.791466739
"13605",547053.200539245,526318.521782256
"13606",546960.712854834,526318.464982666
"13607",546960.694000402,526349.195295135
"13608",546930.086579739,526349.176521676
"13609",546930.067736498,526379.906833307
"13610",546868.409337405,526379.86904929
"13611",546868.390653224,526410.378277618
"13612",546775.903099672,526410.321691492
"13613",546775.884316149,526441.051998162
"13614",546683.285913297,526440.995452899
"13615",546683.267165868,526471.725756537
"13616",546621.941547088,526471.688367517
"13617",546621.922823198,526502.418669242
"13618",546529.324511086,526502.36230373
"13619",546529.305823299,526533.092602446
"13620",546436.818454313,526533.036413058
"13621",546436.799802589,526563.766708767
"13622",546375.141586774,526563.729309128
"13623",546190.388757456,526563.617542287
"13624",546190.370203632,526594.347829622
"13625",546128.93382189,526594.31076017
"13626",546128.693499759,526625.040911859
"13627",546067.257146987,526625.003889785
"13628",546067.2387736,526655.513092139
"13629",545974.751402245,526655.78907014
"13630",545974.733131119,526686.187728968
"13631",545913.296838234,526686.150826271
"13632",545913.278391402,526716.88110495
"13633",545820.79130977,526716.82564093
"13634",545820.772899028,526747.555916644
"13635",545666.627846321,526747.463719829
"13636",545666.609496451,526778.193990458
"13637",545266.276227607,526777.95598161
"13638",545266.257972118,526808.796779231
"13639",545204.489140174,526808.760240496
"13640",545204.434638124,526900.951007014
"13641",545173.605708699,526900.932785954
"13642",545173.592776791,526922.819802037
"13643",545173.587747571,526931.331419442
"13644",545143.091517593,526931.313406214
"13645",545143.07330646,526962.154200845
"13646",545081.304606927,526962.11775103
"13647",545081.250237505,527054.308508651
"13648",545050.421374165,527054.290331986
"13649",545050.403261311,527085.020583966
"13650",544988.745562592,527084.984265843
"13651",544988.727473478,527115.71451597
"13652",544957.898638084,527115.696374514
"13653",544957.916714802,527084.966125435
"13654",544834.823124421,527084.893818268
"13655",544834.841150593,527054.16357361
"13656",544773.183441744,527054.127431499
"13657",544773.165440363,527084.857674069
"13658",544742.336599929,527084.839620623
"13659",544742.347794636,527065.716124957
"13660",544742.354588914,527054.109379096
"13661",544557.603284031,527054.001455111
"13662",544557.585369332,527084.731690403
"13663",544495.927704051,527084.695769872
"13664",544495.892049836,527145.935156227
"13665",544434.234438145,527145.89928131
"13666",544434.198700653,527207.359745333
"13667",544403.369921156,527207.341824461
"13668",544403.35206325,527238.072055804
"13669",544372.523297208,527238.054146337
"13670",544372.487603081,527299.514607703
"13671",544311.051913154,527299.47895059
"13672",544311.034089248,527330.209179581
"13673",544280.20536351,527330.191304246
"13674",544280.18755097,527360.921532456
"13675",544249.358838646,527360.903668532
"13676",544249.341165543,527391.412815182
"13677",544218.512338593,527391.616043443
"13678",544218.494676776,527422.125189314
"13679",544187.66599126,527422.107348222
"13680",544187.651154659,527447.752716548
"13681",544187.630433373,527483.56780018
"13682",544156.801773674,527483.549969473
"13683",544156.766236465,527545.010420366
"13684",544126.159391349,527544.992728207
"13685",544126.141633513,527575.722952998
"13686",544095.313013116,527575.705144009
"13687",544095.295266656,527606.43536802
"13688",544064.466659674,527606.417570452
"13689",544064.448924592,527637.147793687
"13690",544033.620331052,527637.13000754
"13691",544033.602734861,527667.639149255
"13692",543971.945575525,527667.603612271
"13693",543971.927875619,527698.333832919
"13694",543941.099309897,527698.316082078
"13695",543941.081621374,527729.046301954
"13696",543910.253069107,527729.028562539
"13697",543910.235391967,527759.758781633
"13698",543879.628641162,527759.741181141
"13699",543879.610975318,527790.471399469
"13700",543817.95392553,527790.435978628
"13701",543817.936283486,527821.166195164
"13702",543725.339859792,527821.113090705
"13703",543725.304647203,527882.573518382
"13704",543694.476164141,527882.555860987
"13705",543694.458568728,527913.286074181
"13706",543601.973162945,527913.233173673
"13707",543601.938169885,527974.472514041
"13708",543509.674634846,527974.419846034
"13709",543509.657110788,528005.150053883
"13710",543417.171834786,528005.097368208
"13711",543417.154346965,528035.827573262
"13712",543386.325936084,528035.810035273
"13713",543386.308459666,528066.54023956
"13714",543294.04505737,528066.487823181
"13715",543294.027617106,528097.218024702
"13716",543263.19923512,528097.200534439
"13717",543263.181806264,528127.93073519
"13718",543200.527029466,528127.895224781
"13719",543139.868338031,528127.860894711
"13720",543139.850895326,528158.701631963
"13721",543078.415978908,528158.66690973
"13722",543078.39880977,528189.065484144
"13723",543047.570471987,528189.048078006
"13724",543047.55312697,528219.778272468
"13725",543016.724802629,528219.76087779
"13726",543016.707469028,528250.491071498
"13727",542985.87915813,528250.47368828
"13728",542985.871057953,528264.843922365
"13729",542985.861835946,528281.203881238
"13730",542831.942144814,528281.117271667
"13731",542831.703035377,528311.95787554
"13732",542585.298609444,528311.819864901
"13733",542585.281446684,528342.550045399
"13734",542462.190200252,528342.481396486
"13735",542462.17308611,528373.211573281
"13736",542431.34484291,528373.194410259
"13737",542431.327924769,528403.592965702
"13738",542400.499694831,528403.575814168
"13739",542400.51660068,528373.177259703
"13740",542369.577466501,528373.160059987
"13741",542369.560572989,528403.558613472
"13742",542338.732345064,528403.541486917
"13743",542338.698149952,528465.112374015
"13744",542277.374425244,528465.078338859
"13745",542277.35738162,528495.808510721
"13746",542246.529193965,528495.791418473
"13747",542246.512161782,528526.521589598
"13748",542215.573094827,528526.504447417
"13749",542215.55607413,528557.234617809
"13750",542184.727913313,528557.217548577
"13751",542184.69389382,528618.677888124
"13752",542153.865758865,528618.660829398
"13753",542153.848760071,528649.390998568
"13754",542123.0206385,528649.373951331
"13755",542123.003773367,528679.883039411
"13756",542092.175665144,528679.866003673
"13757",542092.158689253,528710.596171368
"13758",542061.552379297,528710.579269555
"13759",542061.535414766,528741.309436527
"13760",542030.707333365,528741.292423686
"13761",542030.808909278,528557.13251178
"13762",541969.152600426,528557.09853525
"13763",541969.169521771,528526.368372696
"13764",541815.250489942,528526.283776151
"13765",541815.267348247,528495.553618725
"13766",541661.126493341,528495.469216658
"13767",541661.109697184,528526.199369223
"13768",541538.018865783,528526.132188995
"13769",541538.002118282,528556.862337945
"13770",541476.345840615,528556.828760101
"13771",541476.362563256,528526.098613086
"13772",541445.534413451,528526.081843835
"13773",541445.551122692,528495.351698041
"13774",541414.722961427,528495.334942225
"13775",541414.73965727,528464.604797643
"13776",541383.911484538,528464.58805526
"13777",541383.894801124,528495.318198878
"13778",541199.147644893,528495.218120511
"13779",541199.131034998,528525.94825861
"13780",541168.302893879,528525.931601495
"13781",541168.28629545,528556.66173889
"13782",541137.458167717,528556.645093285
"13783",541137.441580756,528587.375229964
"13784",541106.613466421,528587.358595871
"13785",541106.580314477,528648.818868057
"13786",541075.752225967,528648.802244521
"13787",541075.735780162,528679.311299914
"13788",541045.129489664,528679.294807366
"13789",541045.112936073,528710.024942169
"13790",541014.284874258,528710.008341582
"13791",541014.268332142,528740.73847568
"13792",540983.440283703,528740.721886611
"13793",540983.423753062,528771.452019997
"13794",540952.595718019,528771.435442449
"13795",540952.579198856,528802.16557513
"13796",540921.751177229,528802.149009103
"13797",540921.734669544,528832.879141081
"13798",540829.472431872,528832.829633873
"13799",540829.455960453,528863.559763245
"13800",540798.627967489,528863.543245131
"13801",540798.611507553,528894.273373797
"13802",540675.188703005,528894.207363096
"13803",540675.172291914,528924.937488218
"13804",540551.860444355,528924.871732778
"13805",540551.844199789,528955.380774346
"13806",540490.410090176,528955.348087537
"13807",540490.393751742,528986.078207482
"13808",540428.737887006,528986.045450613
"13809",540428.721572506,529016.775568928
"13810",540213.147946268,529016.661423553
"13811",540213.131717824,529047.39153554
"13812",539997.558224561,529047.277993936
"13813",539997.542082184,529078.008099635
"13814",539905.058443521,529077.959573182
"13815",539905.042337537,529108.689676347
"13816",539812.780527782,529108.641375421
"13817",539812.764458106,529139.371476046
"13818",539751.108758991,529139.339258495
"13819",539751.092713273,529170.069357514
"13820",539720.264877578,529170.053266538
"13821",539720.248958733,529200.562285043
"13822",539658.593199612,529200.75121854
"13823",539658.577304557,529231.260235447
"13824",539596.921689233,529231.228137207
"13825",539596.905702965,529261.958232347
"13826",539566.299691817,529261.942316322
"13827",539566.283716981,529292.672410804
"13828",539350.378381855,529292.560476835
"13829",539350.362493274,529323.290565117
"13830",539227.384126189,529323.22707832
"13831",539227.368286349,529353.9571632
"13832",539165.60190521,529353.925349828
"13833",539165.586089397,529384.655433132
"13834",539103.930627965,529384.623725051
"13835",539103.914949749,529415.132727051
"13836",538888.34273218,529415.022249215
"13837",538888.327026509,529445.752324832
"13838",538857.499328337,529445.736575057
"13839",538857.483634208,529476.466650023
"13840",538734.394682354,529476.403885125
"13841",538734.379037036,529507.133956722
"13842",538611.06836758,529507.071274814
"13843",538611.052771168,529537.801343058
"13844",538426.308650375,529537.707801603
"13845",538426.293127693,529568.437864726
"13846",538149.066228128,529568.298330165
"13847",538149.050816547,529599.028385505
"13848",538025.740364629,529598.966641638
"13849",538025.725001977,529629.69669368
"13850",537964.291587544,529629.666005639
"13851",537964.276193648,529660.50659592
"13852",537871.793444227,529660.460488596
"13853",537871.778307123,529690.858917495
"13854",537810.012279371,529690.828184884
"13855",537809.997001213,529721.558231487
"13856",537748.674563892,529721.527767453
"13857",537748.659309632,529752.257812555
"13858",537625.23826207,529752.196645272
"13859",537625.223056806,529782.926687114
"13860",537532.962266307,529782.88109101
"13861",537532.947042886,529813.721670183
"13862",537471.292024777,529813.691260359
"13863",537471.276879962,529844.421298331
"13864",537409.621890288,529844.39093676
"13865",537409.606769518,529875.120973229
"13866",537347.951808243,529875.090659917
"13867",537347.936711521,529905.820694893
"13868",537317.10924467,529905.805556118
"13869",537317.09432233,529936.203971397
"13870",537255.439253344,529936.505348699
"13871",537255.42430062,529967.01430219
"13872",537070.681457291,529966.923979899
"13873",537070.666470038,529997.654007824
"13874",537040.060828303,529997.639086966
"13875",537040.045852559,530028.369114287
"13876",537008.996664222,530028.35398891
"13877",537009.011627412,529997.623962457
"13878",536947.57856824,529997.594074913
"13879",536947.563629889,530028.324099649
"13880",536927.048989219,530028.314129638
"13881",536855.081414991,530028.279197549
"13882",536855.05161049,530089.7392426
"13883",536793.396854726,530089.709366957
"13884",536793.381976115,530120.439388146
"13885",536516.379288952,530120.305772248
"13886",536516.364521508,530151.035786006
"13887",536454.709834444,530151.00618173
"13888",536454.650961967,530273.705153222
"13889",536639.392955578,530273.794029569
"13890",536639.333664426,530396.714104681
"13891",536463.352229512,530396.629413167
"13892",536454.591969784,530396.625207925
"13893",536454.577325726,530427.134142979
"13894",536423.750095514,530427.119351974
"13895",536423.735356965,530457.849365667
"13896",536392.908140093,530457.834586327
"13897",536392.893413167,530488.56459942
"13898",536362.066209626,530488.549831747
"13899",536362.051494325,530519.279844248
"13900",536300.286225552,530519.250291743
"13901",536300.271534398,530549.980302792
"13902",536146.357440854,530549.90687467
"13903",536146.342811148,530580.636881752
"13904",536053.86133565,530580.592908936
"13905",536053.853461771,530597.173846755
"13906",536053.846742533,530611.322913752
"13907",536023.241376206,530611.308385573
"13908",536023.226794635,530642.038389798
"13909",535992.1778857,530642.023662829
"13910",535992.192454702,530611.293659449
"13911",535961.587090052,530611.279156126
"13912",535961.572533438,530642.009158674
"13913",535838.26402111,530641.950846648
"13914",535838.249617947,530672.459766968
"13915",535561.027299831,530672.550472797
"13916",535561.013007262,530703.059385938
"13917",535345.445146987,530702.95870165
"13918",535345.430837297,530733.688688345
"13919",535283.776687421,530733.660002755
"13920",535283.762401867,530764.389988051
"13921",535222.330057678,530764.361453822
"13922",535222.315796173,530795.091437738
"13923",535191.488749081,530795.077137035
"13924",535191.502998103,530764.347153939
"13925",535129.848881431,530764.318591738
"13926",535129.863104667,530733.588610537
"13927",535099.036035072,530733.574349037
"13928",535099.021824318,530764.30432942
"13929",535006.762435288,530764.261719884
"13930",535006.776608687,530733.531741945
"13931",534975.616876191,530733.517377144
"13932",534975.602715409,530764.247354259
"13933",534667.775776587,530764.106123662
"13934",534667.76173963,530794.836092933
"13935",534606.107675639,530794.807954576
"13936",534606.093662838,530825.537922477
"13937",534513.612610347,530825.495806443
"13938",534513.598634188,530856.225772178
"13939",534390.512402399,530856.169890083
"13940",534390.49847528,530886.899852869
"13941",534267.19052929,530886.844067084
"13942",534267.176651308,530917.574026915
"13943",534144.090544844,530917.51853813
"13944",534144.076815405,530948.027416199
"13945",534051.595948532,530947.985853636
"13946",534051.582156269,530978.715808405
"13947",533928.496171373,530978.660663029
"13948",533928.482428174,531009.390614878
"13949",533897.655502288,531009.376834175
"13950",533897.641770783,531040.106785481
"13951",533805.161035333,531040.065516168
"13952",533805.147340502,531070.795465367
"13953",533682.06153047,531070.740710339
"13954",533682.047884716,531101.470656641
"13955",533497.086603847,531101.388747003
"13956",533497.073032247,531132.118688862
"13957",533373.987353253,531132.064427494
"13958",533373.973782099,531162.904905846
"13959",533219.728655675,531162.83718616
"13960",533219.715194884,531193.567121525
"13961",533158.283305662,531193.540236306
"13962",533158.270013994,531223.938552387
"13963",533127.443195028,531223.925079237
"13964",533127.456474339,531193.52676392
"13965",533096.629643771,531193.513304065
"13966",533096.616376817,531223.911618618
"13967",532942.482297426,531223.844503509
"13968",532942.468947437,531254.574432448
"13969",532850.210322036,531254.534407547
"13970",532850.197008669,531285.264334434
"13971",532696.063084916,531285.197712523
"13972",532696.049785584,531316.038175135
"13973",532572.964485802,531315.985195437
"13974",532572.951283262,531346.715115976
"13975",532480.471022417,531346.675438809
"13976",532480.457856603,531377.40535732
"13977",532419.026153245,531377.379061877
"13978",532419.039294157,531346.649144873
"13979",532357.385793735,531346.622806062
"13980",532357.372677815,531377.352721557
"13981",532234.065736032,531377.300191345
"13982",532234.052669342,531408.030104088
"13983",531926.229042313,531407.899835386
"13984",531925.909321709,531377.16979001
"13985",531864.588532803,531377.143990565
"13986",531864.575615892,531407.87389436
"13987",531815.45247431,531407.853261415
"13988",531802.811304999,531407.847956958
"13989",531802.798412383,531438.577859507
"13990",531759.330550524,531438.559634665
"13991",531710.650982493,531438.539254291
"13992",531710.638218984,531469.048076458
"13993",531679.478873446,531469.035046831
"13994",531679.491624413,531438.526225405
"13995",531525.57993086,531438.462057097
"13996",531525.567241844,531468.970874874
"13997",531494.7405628,531468.958059557
"13998",531494.715023661,531530.417851175
"13999",531525.541677707,531530.43066796
"14000",531525.526089493,531567.903455958
"14001",531525.503325972,531622.620359455
"14002",531463.850093621,531622.594734023
"14003",531463.837333239,531653.324630219
"14004",531433.010730664,531653.311835582
"14005",531432.985324424,531714.550548875
"14006",531402.380521438,531714.537857245
"14007",531402.355045373,531775.99764846
"14008",531340.701943752,531775.972115881
"14009",531340.68922963,531806.702010409
"14010",531309.862692407,531806.689262207
"14011",531309.849990058,531837.419156247
"14012",531279.023466082,531837.406419861
"14013",531279.010775508,531868.136313443
"14014",531217.357754774,531868.110876855
"14015",531217.345088485,531898.840769198
"14016",531186.518591715,531898.828068998
"14017",531186.505937205,531929.557960878
"14018",531155.901226951,531929.545363738
"14019",531155.888675089,531960.05417679
"14020",531125.06220469,531960.04150015
"14021",531125.049573657,531990.771391085
"14022",531001.743749414,531990.720807122
"14023",531001.731167697,532021.450695409
"14024",530878.647178048,532021.400399804
"14025",530878.634645563,532052.130285474
"14026",530816.98179359,532052.105166137
"14027",530816.969285407,532082.835050599
"14028",530755.316461359,532082.809980033
"14029",530755.303977482,532113.539863318
"14030",530601.39376512,532113.477492637
"14031",530601.35649662,532205.667133296
"14032",530693.835572853,532205.70457853
"14033",530693.823200696,532236.213383105
"14034",530878.559525678,532236.288526349
"14035",530878.546988141,532267.018413748
"14036",530940.199667951,532267.04359336
"14037",530940.187104658,532297.773482453
"14038",530970.791660996,532297.786001055
"14039",530970.779084551,532328.515891129
"14040",531001.605401214,532328.528513679
"14041",531001.592811526,532359.258404705
"14042",531032.419116411,532359.271040536
"14043",531032.39390982,532420.730824807
"14044",531063.220190396,532420.743474643
"14045",531063.169809201,532543.441970675
"14046",531032.343578624,532543.429317952
"14047",531032.318363332,532604.889105219
"14048",531063.144568862,532604.901759389
"14049",531063.119280212,532666.472088276
"14050",531032.293099779,532666.459432657
"14051",531032.268014769,532727.587604352
"14052",531001.441859986,532727.574959862
"14053",531001.404015171,532819.875182642
"14054",530970.577898761,532819.862548551
"14055",530970.552720534,532881.32233743
"14056",530939.948400319,532881.309805234
"14057",530939.923244078,532942.769593662
"14058",530909.097179219,532942.756981738
"14059",530909.084702956,532973.265797251
"14060",530878.25865128,532973.253197184
"14061",530878.233540845,533034.71298423
"14062",530847.407514936,533034.700395299
"14063",530847.382426684,533096.16018192
"14064",530816.55642657,533096.147604127
"14065",530816.531360506,533157.607390322
"14066",530785.70538621,533157.594823669
"14067",530785.692864635,533188.324716411
"14068",530754.866903568,533188.312161619
"14069",530754.816950246,533311.010653889
"14070",530816.46877293,533311.035781777
"14071",530816.456235219,533341.765676506
"14072",530847.282135107,533341.77826004
"14073",530847.257032436,533403.238051652
"14074",530816.431157633,533403.225466682
"14075",530816.425699719,533416.600708935
"14076",530816.418617759,533433.955362162
"14077",530754.766895419,533433.930228537
"14078",530754.754379914,533464.660122816
"14079",530662.27683942,533464.62251461
"14080",530662.251971309,533525.861221284
"14081",530600.822099727,533525.836299106
"14082",530600.797188985,533587.296082282
"14083",530539.145601932,533587.271117536
"14084",530539.120738522,533648.730898877
"14085",530508.294971185,533648.718433963
"14086",530508.282550958,533679.448324295
"14087",530477.456796861,533679.43587126
"14088",530477.432068646,533740.674572908
"14089",530415.669728728,533740.649657092
"14090",530415.657344067,533771.37954605
"14091",530354.33856757,533771.354857756
"14092",530354.326207168,533802.084745563
"14093",530323.500506758,533802.072352562
"14094",530323.488158199,533832.802239894
"14095",530292.551587263,533832.789814266
"14096",530292.539250594,533863.519701145
"14097",530200.062231025,533863.482631381
"14098",530200.037630893,533924.942401675
"14099",530169.211984223,533924.930068868
"14100",530169.199695654,533955.659953682
"14101",530138.595829406,533955.647721363
"14102",530138.583640923,533986.156527441
"14103",530107.758020671,533986.144218335
"14104",530107.745755721,534016.874102256
"14105",530015.268936893,534016.837248418
"14106",530015.256708914,534047.567130473
"14107",529953.605524995,534047.542622838
"14108",529953.617727857,534016.812742179
"14109",529830.537085063,534016.763968568
"14110",529830.524932345,534047.493846446
"14111",529799.699344212,534047.481661826
"14112",529799.687203355,534078.211539286
"14113",529676.606674758,534078.163011273
"14114",529676.594583353,534108.892886189
"14115",529584.117906821,534108.85655468
"14116",529584.105852404,534139.586427799
"14117",529553.28030749,534139.574341806
"14118",529553.268221623,534170.414753603
"14119",529399.140570499,534170.354509194
"14120",529399.128590069,534201.084378678
"14121",529368.524840753,534201.072453285
"14122",529368.513001269,534231.470705057
"14123",529337.687498773,534231.458705127
"14124",529337.675542011,534262.188573768
"14125",529152.722616803,534262.116834752
"14126",529152.71073474,534292.84669955
"14127",529122.107028148,534292.83487214
"14128",529122.095115178,534323.67527559
"14129",528967.967825482,534323.615895442
"14130",528967.956017357,534354.34575668
"14131",528752.288811043,534354.263191441
"14132",528752.277090159,534384.993048221
"14133",528721.451664083,534384.981296851
"14134",528721.439955094,534415.711153233
"14135",528690.614542276,534415.6994138
"14136",528690.602845183,534446.42926975
"14137",528567.523016325,534446.382519469
"14138",528567.511368744,534477.112373001
"14139",528413.606219011,534477.05419358
"14140",528413.594716869,534507.562966008
"14141",528290.293246674,534507.516579545
"14142",528290.281710801,534538.246427629
"14143",528136.154950767,534538.188724958
"14144",528136.143477085,534568.918569997
"14145",528013.063896182,534568.872714654
"14146",528013.052472037,534599.602557363
"14147",527951.401828147,534599.579662647
"14148",527951.390428491,534630.309504284
"14149",527643.580903363,534630.195943598
"14150",527643.5696286,534660.925779015
"14151",527581.919050567,534660.903184021
"14152",527581.907800305,534691.633018422
"14153",527520.257250009,534691.610472594
"14154",527520.24602425,534722.34030595
"14155",527335.516228631,534722.273047812
"14156",527335.505157813,534752.781799686
"14157",527273.743785678,534752.759412801
"14158",527273.732659196,534783.489241554
"14159",527242.90742776,534783.478086517
"14160",527242.896313217,534814.207914888
"14161",527212.071094994,534814.196771832
"14162",527212.08219696,534783.466944095
"14163",527089.003044328,534783.422580311
"14164",527088.991992577,534814.152405524
"14165",527027.341563096,534814.130258003
"14166",527027.330535865,534844.860082211
"14167",526996.505334644,534844.849026746
"14168",526996.494319358,534875.57885057
"14169",526904.01875722,534875.545757988
"14170",526904.007779039,534906.275580182
"14171",526780.928852467,534906.231709745
"14172",526780.917923883,534936.961529683
"14173",526503.713283865,534936.863453552
"14174",526503.7025456,534967.372190381
"14175",526371.753208022,534967.325862006
"14176",526349.576849877,534967.318098421
"14177",526349.569964426,534986.994021046
"14178",526349.566096083,534998.04791021
"14179",526337.147340743,534998.043565208
"14180",526318.962734871,534998.03720658
"14181",526318.957093509,535014.175884487
"14182",526318.951992952,535028.767018019
"14183",526302.208856761,535028.761166979
"14184",526164.826441476,535028.713298073
"14185",526164.815761851,535059.443106701
"14186",526103.165570719,535059.42170585
"14187",526103.154915648,535090.151513512
"14188",526010.901434433,535090.119581699
"14189",526010.890816411,535120.849387801
"14190",525949.240681696,535120.828110563
"14191",525949.230088235,535151.557915701
"14192",525887.469099603,535151.536649613
"14193",525887.45853075,535182.266453794
"14194",525795.316056649,535182.234818872
"14195",525795.305524812,535212.964621493
"14196",525671.894544331,535212.922425572
"14197",525671.884137694,535243.431148371
"14198",525610.234116718,535243.410143977
"14199",525610.223659246,535274.139943516
"14200",525548.795428419,535274.11906372
"14201",525548.784995434,535304.848862325
"14202",525425.485066132,535304.807100938
"14203",525425.474682903,535335.536897424
"14204",525394.649714668,535335.526488054
"14205",525394.639343434,535366.256284195
"14206",525271.561288964,535366.214845115
"14207",525271.550967405,535396.944639155
"14208",525209.901087775,535396.923956788
"14209",525209.890790807,535427.653749901
"14210",525117.637775579,535427.622893349
"14211",525117.627515704,535458.352684957
"14212",525086.580841744,535458.342325393
"14213",525086.570593965,535489.072116672
"14214",525055.967457015,535489.061917063
"14215",525055.957294793,535519.570630373
"14216",524963.482639356,535519.539883731
"14217",524963.472440691,535550.269673178
"14218",524932.647569323,535550.25944898
"14219",524932.637382668,535580.989238097
"14220",524840.162809792,535580.958639563
"14221",524840.15266034,535611.6884272
"14222",524747.89989192,535611.658013609
"14223",524747.889779583,535642.387799762
"14224",524686.240121069,535642.367537225
"14225",524686.229997058,535673.207861281
"14226",524624.580366143,535673.187648131
"14227",524624.570303035,535703.91743249
"14228",524593.74550104,535703.907344295
"14229",524593.735449954,535734.637128331
"14230",524470.658059161,535734.596971805
"14231",524470.648057804,535765.326753804
"14232",524224.160762702,535765.246933453
"14233",524224.150968371,535795.645094882
"14234",524193.326211455,535795.63516914
"14235",524193.31628674,535826.475485315
"14236",524162.491543004,535826.465571647
"14237",524162.471788222,535887.925126102
"14238",524131.647070272,535887.915223948
"14239",524131.637204635,535918.645000988
"14240",524039.384852422,535918.615439611
"14241",524039.375023939,535949.34521523
"14242",524008.550333441,535949.335362428
"14243",524008.540587623,535979.844060213
"14244",523977.71591019,535979.834219499
"14245",523977.706105795,536010.563994495
"14246",523946.881441536,536010.554165866
"14247",523946.875523923,536029.124677165
"14248",523946.871649185,536041.283940556
"14249",523926.691481864,536041.277512469
"14250",523916.046998098,536041.274124013
"14251",523916.037217793,536072.003898406
"14252",523885.212579848,536071.994093951
"14253",523885.20281159,536102.72386803
"14254",523854.59994671,536102.714146067
"14255",523854.368430614,536133.443849439
"14256",523762.116357256,536133.414616687
"14257",523762.106638222,536164.144389062
"14258",523714.650064143,536164.129394332
"14259",523700.45744411,536164.12491575
"14260",523700.447749737,536194.854687264
"14261",523662.08334,536194.842593829
"14262",523577.149418591,536194.815890203
"14263",523577.139774102,536225.545659774
"14264",523546.536964789,536225.53606109
"14265",523546.527401568,536256.044752884
"14266",523515.702845831,536256.035096703
"14267",523515.693225374,536286.764865676
"14268",523503.829102825,536286.761152249
